task_name,instance_num,job_name,task_type,status,start_time,end_time,plan_cpu,plan_mem
M2,2,job_1968,type_11,Terminated,276622,276645,150,51.4
M1,2,job_1969,type_2,Terminated,276700,276711,50.0,24.7
M1,3,job_1970,type_1,Terminated,276818,276828,50.0,18.0
M1,2,job_1971,type_10,Terminated,277197,277229,100,15.8
M2,1,job_1971,type_10,Terminated,277197,277209,300,26.1
M3,1,job_1971,type_10,Terminated,277197,277241,150,19.9
M4,2,job_1971,type_10,Terminated,277197,277321,50.0,26.1
M5,2,job_1971,type_10,Terminated,277197,277403,100,3.4
M6,1,job_1971,type_10,Terminated,277197,277221,50.0,32.6
M1,2,job_1972,type_12,Terminated,277780,277804,150,22.3
M1,1,job_1973,type_8,Terminated,277910,277930,400,11.6
M2,4,job_1973,type_8,Terminated,277910,277921,150,4.6
M3,1,job_1973,type_8,Terminated,277910,278058,150,16.1
M4,2,job_1973,type_8,Terminated,277910,277932,150,18.8
M1,1,job_1974,type_3,Terminated,277952,277978,150,39.0
M1,5,job_1975,type_3,Terminated,278060,278071,100,30.3
M1,1,job_1976,type_6,Terminated,278067,278081,50.0,21.7
M2_1,2,job_1976,type_6,Terminated,278081,278091,350,10.3
M1,4,job_1977,type_8,Terminated,278660,278677,150,19.3
M2_1,2,job_1977,type_8,Terminated,278677,278697,200,52.7
M3_2,4,job_1977,type_8,Terminated,278697,278759,550,12.3
M4_1_1,1,job_1977,type_8,Terminated,278677,278706,50.0,48.2
M5_2,1,job_1977,type_8,Terminated,278697,278707,200,4.9
M6_3,1,job_1977,type_8,Terminated,278759,278769,100,7.0
M1,3,job_1978,type_10,Terminated,278877,278915,150,29.3
M1,3,job_1979,type_4,Terminated,279176,279187,50.0,6.4
M2,2,job_1979,type_4,Terminated,279176,279188,100,19.7
M3,8,job_1979,type_4,Terminated,279176,279186,100,56.3
M4,8,job_1979,type_4,Terminated,279176,279204,50.0,38.0
M5,6,job_1979,type_4,Terminated,279176,279350,100,27.5
M6,2,job_1979,type_4,Terminated,279176,279199,50.0,13.3
M7,1,job_1979,type_4,Terminated,279176,279187,50.0,35.1
M8,1,job_1979,type_4,Terminated,279176,279189,50.0,14.7
M1,1,job_1980,type_2,Terminated,279450,279471,150,33.6
M1,2,job_1981,type_11,Terminated,279589,279605,50.0,9.3
M2,1,job_1981,type_11,Terminated,279589,279621,150,53.4
M3,2,job_1981,type_11,Terminated,279589,279600,50.0,33.8
M1,3,job_1982,type_8,Terminated,279719,279736,750,6.7
M1,1,job_1983,type_5,Terminated,279967,280012,100,11.4
M1,2,job_1984,type_6,Terminated,279998,280024,100,3.8
M2_1,1,job_1984,type_6,Terminated,280024,280156,100,18.2
M1,1,job_1985,type_2,Terminated,280202,280217,50.0,24.8
M2,7,job_1985,type_2,Terminated,280202,280391,100,33.8
M3,4,job_1985,type_2,Terminated,280202,280213,150,6.1
M4,2,job_1985,type_2,Terminated,280202,280215,50.0,18.3
M1,23,job_1986,type_10,Terminated,280379,280394,850,11.3
M2,2,job_1986,type_10,Terminated,280379,280390,50.0,9.4
M3,2,job_1986,type_10,Terminated,280379,280390,50.0,19.9
M4,1,job_1986,type_10,Terminated,280379,280397,50.0,9.6
M5,3,job_1986,type_10,Terminated,280379,280469,300,36.2
M6,1,job_1986,type_10,Terminated,280379,280400,400,12.1
M1,7,job_1987,type_5,Terminated,280853,280865,50.0,16.4
M2,2,job_1987,type_5,Terminated,280853,280863,250,9.5
M3,1,job_1987,type_5,Terminated,280853,280882,50.0,7.1
M1,1,job_1988,type_3,Terminated,280857,280881,50.0,17.8
M1,3,job_1989,type_9,Terminated,280869,280901,450,37.6
M1,3,job_1990,type_7,Terminated,280892,280923,200,47.7
M2,1,job_1990,type_7,Terminated,280892,280931,100,34.9
M1,1,job_1991,type_9,Terminated,280932,280947,100,21.8
M2_1,5,job_1991,type_9,Terminated,280947,280969,100,10.3
M3_2_1,3,job_1991,type_9,Terminated,280969,280979,100,44.7
M1,1,job_1992,type_3,Terminated,281006,281033,100,16.9
M1,1,job_1993,type_7,Terminated,281142,281158,50.0,19.1
M1,1,job_1994,type_9,Terminated,281369,281536,150,25.9
M1,1,job_1995,type_8,Terminated,281725,281737,50.0,19.9
M1,3,job_1996,type_11,Terminated,282035,282048,150,5.1
M1,1,job_1997,type_1,Terminated,282220,282250,100,3.1
M1,1,job_1998,type_5,Terminated,282373,282406,50.0,9.1
M1,5,job_1999,type_8,Terminated,282552,282577,150,10.6
M2_1,6,job_1999,type_8,Terminated,282577,282649,50.0,14.2
M3_2,4,job_1999,type_8,Terminated,282649,282663,450,1.0
M1,1,job_2000,type_10,Terminated,282621,282637,50.0,11.1
M1,1,job_2001,type_9,Terminated,282974,283045,300,5.9
M1,1,job_2002,type_8,Terminated,283157,283168,50.0,47.7
M2_1,2,job_2002,type_8,Terminated,283168,283181,100,23.9
M3_1,6,job_2002,type_8,Terminated,283168,283181,300,22.6
M4_2_1,3,job_2002,type_8,Terminated,283181,283197,200,14.2
M5_3_3,1,job_2002,type_8,Terminated,283181,283199,150,34.9
M6_1,5,job_2002,type_8,Terminated,283168,283259,150,8.6
M7_1,1,job_2002,type_8,Terminated,283168,283181,100,11.2
M1,1,job_2003,type_2,Terminated,283202,283213,200,4.1
M2_1,4,job_2003,type_2,Terminated,283213,283227,50.0,16.6
M3_2,2,job_2003,type_2,Terminated,283227,283237,250,9.0
M4_2_2,6,job_2003,type_2,Terminated,283227,283242,100,19.1
M5_2_2,1,job_2003,type_2,Terminated,283227,283240,250,8.3
M6_5,1,job_2003,type_2,Terminated,283240,283300,50.0,39.9
M7_6_3,2,job_2003,type_2,Terminated,283300,283319,150,1.7
M8_6_3,1,job_2003,type_2,Terminated,283300,283322,150,1.5
M1,1,job_2004,type_11,Terminated,283441,283527,150,10.0
M1,6,job_2005,type_5,Terminated,284616,284627,50.0,20.5
M2,24,job_2005,type_5,Terminated,284616,284626,200,35.7
M1,1,job_2006,type_2,Terminated,284701,284722,50.0,2.3
M1,1,job_2007,type_9,Terminated,285057,285109,100,70.0
M1,8,job_2008,type_7,Terminated,285290,285308,250,16.4
M1,1,job_2009,type_11,Terminated,285512,285534,50.0,16.7
M1,1,job_2010,type_10,Terminated,285592,285621,150,12.8
M1,4,job_2011,type_1,Terminated,286056,286109,50.0,35.1
M1,1,job_2012,type_1,Terminated,286068,286083,750,24.6
M1,1,job_2013,type_2,Terminated,286562,286572,100,17.0
M1,3,job_2014,type_12,Terminated,286979,286991,50.0,13.2
M2,2,job_2014,type_12,Terminated,286979,286990,350,23.5
M3,6,job_2014,type_12,Terminated,286979,287107,250,7.9
M4,2,job_2014,type_12,Terminated,286979,286993,50.0,22.3
M5,1,job_2014,type_12,Terminated,286979,286996,50.0,41.0
M6,9,job_2014,type_12,Terminated,286979,286989,150,7.8
M1,1,job_2015,type_1,Terminated,287225,287238,200,24.7
M2_1,1,job_2015,type_1,Terminated,287238,287439,50.0,40.1
M3_1,1,job_2015,type_1,Terminated,287238,287299,100,5.7
M4_1,12,job_2015,type_1,Terminated,287238,287250,50.0,12.1
M5_4,1,job_2015,type_1,Terminated,287250,287272,50.0,19.4
M6_1,6,job_2015,type_1,Terminated,287238,287264,150,35.8
M1,2,job_2016,type_12,Terminated,287231,287241,200,18.5
M2,7,job_2016,type_12,Terminated,287231,287252,150,23.9
M3,1,job_2016,type_12,Terminated,287231,287244,100,33.3
M4,5,job_2016,type_12,Terminated,287231,287243,150,56.9
M1,1,job_2017,type_7,Terminated,287432,287442,150,16.2
M2,1,job_2017,type_7,Terminated,287432,287450,100,39.0
M3,2,job_2017,type_7,Terminated,287432,287460,150,8.0
M4,2,job_2017,type_7,Terminated,287432,287442,150,30.7
M1,1,job_2018,type_11,Terminated,287449,287465,150,25.6
M1,3,job_2019,type_8,Terminated,287543,287561,50.0,7.7
M2,1,job_2019,type_8,Terminated,287543,287742,50.0,62.7
M3,6,job_2019,type_8,Terminated,287543,287554,100,7.0
M4,2,job_2019,type_8,Terminated,287543,287589,100,7.0
M5,6,job_2019,type_8,Terminated,287543,287569,150,6.8
M6,1,job_2019,type_8,Terminated,287543,287556,100,28.4
M7,5,job_2019,type_8,Terminated,287543,287553,150,26.0
M1,4,job_2020,type_6,Terminated,287703,287735,400,7.9
M2,1,job_2020,type_6,Terminated,287703,287719,100,12.9
M3,2,job_2020,type_6,Terminated,287703,287720,50.0,37.5
M1,4,job_2021,type_11,Terminated,288142,288153,50.0,10.7
M2,5,job_2021,type_11,Terminated,288142,288157,550,15.9
M3,5,job_2021,type_11,Terminated,288142,288152,200,17.4
M4,10,job_2021,type_11,Terminated,288142,288152,550,6.9
M5,6,job_2021,type_11,Terminated,288142,288160,100,15.4
M6,2,job_2021,type_11,Terminated,288142,288189,100,25.2
M1,13,job_2022,type_9,Terminated,288427,288442,150,18.7
M1,1,job_2023,type_7,Terminated,288497,288509,300,20.8
M1,1,job_2024,type_12,Terminated,288560,288574,50.0,6.9
M1,3,job_2025,type_2,Terminated,288791,288820,50.0,38.9
M2,6,job_2025,type_2,Terminated,288791,288820,50.0,20.1
M3,1,job_2025,type_2,Terminated,288791,288806,150,14.6
M4,7,job_2025,type_2,Terminated,288791,288841,50.0,39.7
M5,3,job_2025,type_2,Terminated,288791,288982,50.0,8.5
M6,1,job_2025,type_2,Terminated,288791,288805,100,11.0
M7,2,job_2025,type_2,Terminated,288791,289085,100,18.6
M8,5,job_2025,type_2,Terminated,288791,288801,100,44.8
M1,2,job_2026,type_7,Terminated,288807,288827,350,2.4
M2_1,1,job_2026,type_7,Terminated,288827,288842,50.0,19.5
M1,4,job_2027,type_4,Terminated,289364,289380,200,11.5
M1,6,job_2028,type_8,Terminated,289694,289725,100,22.8
M1,1,job_2029,type_11,Terminated,289707,289731,850,34.4
M1,1,job_2030,type_5,Terminated,289861,289879,200,2.6
M2_1,1,job_2030,type_5,Terminated,289879,289891,50.0,17.4
M3_2,1,job_2030,type_5,Terminated,289891,289927,100,15.5
M4_3,1,job_2030,type_5,Terminated,289927,289940,50.0,30.7
M1,1,job_2031,type_11,Terminated,290007,290018,100,9.2
M1,9,job_2032,type_6,Terminated,290163,290177,300,45.6
M1,7,job_2033,type_9,Terminated,290191,290201,200,46.7
M1,4,job_2034,type_11,Terminated,290483,290499,100,10.2
M1,1,job_2035,type_3,Terminated,290804,290814,550,21.6
M2_1,1,job_2035,type_3,Terminated,290814,290834,100,3.1
M3_1,4,job_2035,type_3,Terminated,290814,290825,50.0,13.2
M1,3,job_2036,type_10,Terminated,290908,290926,50.0,39.3
M2,2,job_2036,type_10,Terminated,290908,290919,100,37.5
M3,1,job_2036,type_10,Terminated,290908,290933,100,12.3
M4,1,job_2036,type_10,Terminated,290908,290918,200,49.2
M1,4,job_2037,type_5,Terminated,290928,290938,450,26.4
M1,5,job_2038,type_1,Terminated,291496,291506,50.0,15.4
M1,2,job_2039,type_11,Terminated,291636,291696,150,24.0
M2,1,job_2039,type_11,Terminated,291636,291650,150,1.0
M3,1,job_2039,type_11,Terminated,291636,291651,150,9.0
M4,1,job_2039,type_11,Terminated,291636,291682,150,27.9
M5,1,job_2039,type_11,Terminated,291636,291658,200,10.1
M1,1,job_2040,type_8,Terminated,292022,292039,50.0,20.2
M2,1,job_2040,type_8,Terminated,292022,292037,50.0,28.5
M1,9,job_2041,type_10,Terminated,292064,292076,150,20.6
M2,1,job_2041,type_10,Terminated,292064,292077,50.0,9.2
M3,1,job_2041,type_10,Terminated,292064,292074,50.0,2.1
M1,4,job_2042,type_1,Terminated,292087,292108,200,16.1
M1,1,job_2043,type_2,Terminated,292111,292144,100,9.1
M1,1,job_2044,type_2,Terminated,292245,292314,350,5.0
M1,11,job_2045,type_6,Terminated,292257,292436,100,2.2
M1,2,job_2046,type_3,Terminated,292344,292358,200,39.9
M2_1,2,job_2046,type_3,Terminated,292358,292369,100,56.7
M1,1,job_2047,type_7,Terminated,292778,292797,100,3.2
M1,1,job_2048,type_11,Terminated,292962,292978,50.0,9.3
M1,1,job_2049,type_3,Terminated,293114,293127,50.0,35.6
M2,12,job_2049,type_3,Terminated,293114,293126,500,25.2
M3,1,job_2049,type_3,Terminated,293114,293128,150,48.4
M4,2,job_2049,type_3,Terminated,293114,293124,150,32.6
M1,4,job_2050,type_2,Terminated,293177,293204,650,6.3
M1,2,job_2051,type_3,Terminated,293600,293619,50.0,67.2
M2_1,2,job_2051,type_3,Terminated,293619,293636,50.0,15.9
M3_2,2,job_2051,type_3,Terminated,293636,293646,800,8.9
M4_1,1,job_2051,type_3,Terminated,293619,293633,100,1.0
M1,2,job_2052,type_6,Terminated,293952,293962,100,12.9
M1,4,job_2053,type_4,Terminated,294174,294195,100,18.9
M2,1,job_2053,type_4,Terminated,294174,294189,100,4.8
M3,4,job_2053,type_4,Terminated,294174,294189,50.0,11.9
M4,1,job_2053,type_4,Terminated,294174,294187,200,20.0
M5,1,job_2053,type_4,Terminated,294174,294204,100,13.5
M1,6,job_2054,type_10,Terminated,294422,294437,50.0,54.3
M1,1,job_2055,type_12,Terminated,294575,294588,300,19.1
M2,1,job_2055,type_12,Terminated,294575,294587,150,6.2
M1,6,job_2056,type_12,Terminated,294654,294666,100,19.0
M1,1,job_2057,type_10,Terminated,294659,294680,50.0,25.4
M1,4,job_2058,type_10,Terminated,294839,294867,50.0,16.3
M1,3,job_2059,type_1,Terminated,295122,295143,50.0,23.1
M2,2,job_2059,type_1,Terminated,295122,295138,50.0,18.8
M3,1,job_2059,type_1,Terminated,295122,295144,250,51.6
M4,2,job_2059,type_1,Terminated,295122,295132,300,16.7
M1,1,job_2060,type_9,Terminated,295254,295290,250,15.2
M1,2,job_2061,type_2,Terminated,295732,295771,50.0,21.9
M1,8,job_2062,type_1,Terminated,295832,295849,50.0,12.8
M1,1,job_2063,type_5,Terminated,296068,296117,50.0,22.5
M2,1,job_2063,type_5,Terminated,296068,296079,150,25.5
M3,3,job_2063,type_5,Terminated,296068,296381,50.0,10.6
M1,4,job_2064,type_9,Terminated,296262,296312,200,30.2
M1,3,job_2065,type_11,Terminated,296608,296641,50.0,15.0
M2,2,job_2065,type_11,Terminated,296608,296626,150,34.1
M3,1,job_2065,type_11,Terminated,296608,296619,150,8.0
M4,2,job_2065,type_11,Terminated,296608,296619,100,27.3
M5,1,job_2065,type_11,Terminated,296608,296645,50.0,44.1
M6,1,job_2065,type_11,Terminated,296608,296624,1100,15.4
M7,1,job_2065,type_11,Terminated,296608,296630,50.0,38.4
M1,3,job_2066,type_8,Terminated,296765,296779,400,54.3
M1,1,job_2067,type_2,Terminated,297128,297145,50.0,49.6
M1,1,job_2068,type_4,Terminated,297130,297227,200,39.9
M2_1,1,job_2068,type_4,Terminated,297227,297245,200,25.4
M1,1,job_2069,type_11,Terminated,297303,297316,100,34.2
M1,8,job_2070,type_1,Terminated,297433,297453,50.0,20.3
M2,1,job_2070,type_1,Terminated,297433,297592,50.0,42.7
M3,1,job_2070,type_1,Terminated,297433,297450,50.0,82.6
M1,1,job_2071,type_2,Terminated,297644,297657,100,20.5
M2,1,job_2071,type_2,Terminated,297644,297656,150,20.0
M1,6,job_2072,type_1,Terminated,297654,297676,50.0,41.2
M2,3,job_2072,type_1,Terminated,297654,297664,150,43.1
M3,5,job_2072,type_1,Terminated,297654,297664,50.0,16.6
M4,4,job_2072,type_1,Terminated,297654,297673,150,37.7
M5,1,job_2072,type_1,Terminated,297654,297664,550,20.8
M1,1,job_2073,type_7,Terminated,297696,297725,100,8.4
M1,1,job_2074,type_1,Terminated,297799,297811,300,15.7
M1,1,job_2075,type_8,Terminated,298129,298141,450,12.1
M1,5,job_2076,type_5,Terminated,298163,298205,350,4.9
M1,8,job_2077,type_6,Terminated,298165,298201,150,7.4
M1,7,job_2078,type_9,Terminated,298464,298480,200,10.8
M1,2,job_2079,type_10,Terminated,298732,298753,50.0,24.4
M2,1,job_2079,type_10,Terminated,298732,298744,100,8.9
M3,1,job_2079,type_10,Terminated,298732,298753,50.0,8.1
M4,3,job_2079,type_10,Terminated,298732,298742,150,26.9
M1,5,job_2080,type_2,Terminated,298823,298833,150,3.8
M1,1,job_2081,type_11,Terminated,299264,299276,100,7.2
M2,1,job_2081,type_11,Terminated,299264,299277,300,30.0
M3,9,job_2081,type_11,Terminated,299264,299300,50.0,5.3
M1,3,job_2082,type_7,Terminated,299796,299849,200,15.2
M1,2,job_2083,type_1,Terminated,299839,299870,200,21.5
M1,1,job_2084,type_2,Terminated,299907,299933,200,9.1
M1,3,job_2085,type_2,Terminated,300168,300196,250,21.3
M2_1,1,job_2085,type_2,Terminated,300196,300206,50.0,2.7
M3_2,4,job_2085,type_2,Terminated,300206,300217,50.0,46.4
M4_3_1,14,job_2085,type_2,Terminated,300217,300234,50.0,16.4
M1,5,job_2086,type_4,Terminated,300261,300295,50.0,58.0
M2,3,job_2086,type_4,Terminated,300261,300287,50.0,28.2
M1,1,job_2087,type_8,Terminated,300399,300422,950,44.4
M2_1,1,job_2087,type_8,Terminated,300422,300433,100,7.1
M3_2,1,job_2087,type_8,Terminated,300433,300448,50.0,41.8
M4_2,2,job_2087,type_8,Terminated,300433,300445,50.0,6.4
M5_4,1,job_2087,type_8,Terminated,300445,300467,50.0,16.3
M6_4,2,job_2087,type_8,Terminated,300445,300466,250,10.1
M7_2_2,6,job_2087,type_8,Terminated,300433,300443,100,3.1
M8_3,1,job_2087,type_8,Terminated,300448,300462,200,15.3
M1,1,job_2088,type_1,Terminated,300742,300757,200,43.0
M1,3,job_2089,type_4,Terminated,301288,301300,100,16.2
M1,1,job_2090,type_8,Terminated,301338,301356,50.0,14.8
M1,4,job_2091,type_6,Terminated,301381,301391,100,4.9
M1,1,job_2092,type_3,Terminated,301530,301585,50.0,9.1
M1,1,job_2093,type_3,Terminated,301618,301645,250,21.3
M1,1,job_2094,type_7,Terminated,301630,301643,100,4.1
M2_1,1,job_2094,type_7,Terminated,301643,301670,50.0,20.0
M3_1_1,4,job_2094,type_7,Terminated,301643,301656,100,24.3
M4_3,1,job_2094,type_7,Terminated,301656,301668,150,23.9
M5_3,2,job_2094,type_7,Terminated,301656,301713,150,1.0
M6_3,11,job_2094,type_7,Terminated,301656,301666,50.0,5.0
M7_3_2,2,job_2094,type_7,Terminated,301670,301770,50.0,21.3
M8_7,1,job_2094,type_7,Terminated,301770,301781,50.0,3.7
M1,17,job_2095,type_12,Terminated,301774,301790,250,35.5
M1,1,job_2096,type_12,Terminated,301788,301897,150,31.5
M1,1,job_2097,type_9,Terminated,302278,302315,100,5.8
M2,4,job_2097,type_9,Terminated,302278,302288,50.0,25.1
M3,1,job_2097,type_9,Terminated,302278,302313,50.0,7.1
M4,3,job_2097,type_9,Terminated,302278,302304,200,36.4
M5,2,job_2097,type_9,Terminated,302278,302292,100,11.3
M6,1,job_2097,type_9,Terminated,302278,302288,300,31.8
M7,11,job_2097,type_9,Terminated,302278,302289,300,26.4
M8,7,job_2097,type_9,Terminated,302278,302361,150,10.4
M1,1,job_2098,type_5,Terminated,302531,302581,50.0,10.7
M1,3,job_2099,type_4,Terminated,302633,302658,250,49.9
M1,1,job_2100,type_12,Terminated,302921,303045,100,35.2
M1,1,job_2101,type_4,Terminated,303456,303476,100,18.5
M2_1,1,job_2101,type_4,Terminated,303476,303495,100,35.1
M3_1_1,14,job_2101,type_4,Terminated,303476,303495,50.0,4.7
M1,2,job_2102,type_7,Terminated,303613,303697,250,7.9
M2,3,job_2102,type_7,Terminated,303613,303736,300,5.6
M1,1,job_2103,type_10,Terminated,303696,303709,100,24.7
M1,2,job_2104,type_4,Terminated,303828,303848,400,8.9
M2,3,job_2104,type_4,Terminated,303828,303900,100,17.4
M1,7,job_2105,type_5,Terminated,303880,303899,300,36.9
M2,2,job_2105,type_5,Terminated,303880,303945,50.0,14.2
M3,1,job_2105,type_5,Terminated,303880,303892,100,44.5
M4,1,job_2105,type_5,Terminated,303880,303940,50.0,48.4
M5,1,job_2105,type_5,Terminated,303880,303905,100,6.6
M6,1,job_2105,type_5,Terminated,303880,303893,50.0,13.1
M7,3,job_2105,type_5,Terminated,303880,303967,50.0,10.7
M8,1,job_2105,type_5,Terminated,303880,303934,200,6.7
M1,3,job_2106,type_3,Terminated,303954,303968,500,19.2
M1,4,job_2107,type_3,Terminated,304039,304049,50.0,17.8
M2,3,job_2107,type_3,Terminated,304039,304072,50.0,9.1
M3,2,job_2107,type_3,Terminated,304039,304057,50.0,15.1
M4,1,job_2107,type_3,Terminated,304039,304059,50.0,21.9
M5,1,job_2107,type_3,Terminated,304039,304078,50.0,14.6
M1,1,job_2108,type_5,Terminated,304120,304145,100,29.6
M1,8,job_2109,type_4,Terminated,304638,304671,50.0,16.1
M1,3,job_2110,type_12,Terminated,305556,305568,50.0,9.3
M1,3,job_2111,type_3,Terminated,305633,305644,50.0,3.6
M1,2,job_2112,type_4,Terminated,305936,305948,50.0,24.2
M2_1,1,job_2112,type_4,Terminated,305948,305987,100,8.1
M3_1,1,job_2112,type_4,Terminated,305948,305971,100,2.3
M4_3,9,job_2112,type_4,Terminated,305971,305992,300,30.7
M5_3,2,job_2112,type_4,Terminated,305971,305992,100,9.2
M1,1,job_2113,type_7,Terminated,306096,306108,50.0,42.7
M1,1,job_2114,type_5,Terminated,306411,306515,100,45.5
M1,1,job_2115,type_12,Terminated,306575,306586,150,29.4
M1,3,job_2116,type_4,Terminated,307085,307097,100,17.0
M1,3,job_2117,type_11,Terminated,307546,307625,50.0,2.2
M2,2,job_2117,type_11,Terminated,307546,307605,150,20.6
M1,2,job_2118,type_1,Terminated,307996,308006,100,17.9
M1,9,job_2119,type_3,Terminated,308037,308047,50.0,28.5
M1,7,job_2120,type_11,Terminated,308255,308340,50.0,22.1
M2,3,job_2120,type_11,Terminated,308255,308273,150,1.3
M1,3,job_2121,type_1,Terminated,308260,308280,350,26.6
M2,13,job_2121,type_1,Terminated,308260,308275,350,33.3
M3,1,job_2121,type_1,Terminated,308260,308285,50.0,1.3
M1,3,job_2122,type_12,Terminated,308368,308413,50.0,20.9
M2_1,1,job_2122,type_12,Terminated,308413,308431,150,19.3
M3_2,2,job_2122,type_12,Terminated,308431,308448,150,9.4
M4_2,2,job_2122,type_12,Terminated,308431,308442,200,43.6
M5_4,2,job_2122,type_12,Terminated,308442,308459,100,31.3
M6_2,2,job_2122,type_12,Terminated,308431,308441,100,29.9
M7_2_2,1,job_2122,type_12,Terminated,308431,308442,150,59.4
M8_1,2,job_2122,type_12,Terminated,308413,308425,50.0,1.1
M1,6,job_2123,type_12,Terminated,308463,308474,250,13.6
M2,5,job_2123,type_12,Terminated,308463,308485,100,27.0
M3,1,job_2123,type_12,Terminated,308463,308474,150,1.0
M4,6,job_2123,type_12,Terminated,308463,308485,50.0,9.9
M1,3,job_2124,type_2,Terminated,308471,308485,50.0,67.7
M1,6,job_2125,type_2,Terminated,309038,309066,100,25.2
M1,1,job_2126,type_3,Terminated,309318,309329,200,6.4
M2,2,job_2126,type_3,Terminated,309318,309379,100,22.0
M3,2,job_2126,type_3,Terminated,309318,309330,650,28.4
M1,1,job_2127,type_10,Terminated,309882,309908,550,25.2
M1,2,job_2128,type_2,Terminated,310324,310377,50.0,5.3
M1,3,job_2129,type_11,Terminated,310439,310455,350,41.1
M1,1,job_2130,type_10,Terminated,310488,310498,100,16.2
M2,1,job_2130,type_10,Terminated,310488,310498,400,48.1
M3,7,job_2130,type_10,Terminated,310488,310512,50.0,31.2
M1,1,job_2131,type_7,Terminated,310517,310528,1050,1.6
M2,4,job_2131,type_7,Terminated,310517,310540,250,24.0
M3,3,job_2131,type_7,Terminated,310517,310543,300,3.9
M4,1,job_2131,type_7,Terminated,310517,310533,50.0,30.4
M5,4,job_2131,type_7,Terminated,310517,310554,50.0,8.8
M6,1,job_2131,type_7,Terminated,310517,310527,100,48.1
M7,2,job_2131,type_7,Terminated,310517,310545,50.0,24.6
M1,1,job_2132,type_3,Terminated,310684,310721,300,17.3
M2_1,4,job_2132,type_3,Terminated,310721,310743,50.0,5.8
M3_2_1,1,job_2132,type_3,Terminated,310743,310753,200,37.3
M4_1,6,job_2132,type_3,Terminated,310721,310767,100,26.7
M1,1,job_2133,type_3,Terminated,310696,310711,100,47.5
M2_1,1,job_2133,type_3,Terminated,310711,310722,200,32.0
M1,1,job_2134,type_1,Terminated,310862,310878,50.0,9.8
M1,4,job_2135,type_12,Terminated,310927,310939,150,23.9
M2_1,6,job_2135,type_12,Terminated,310939,310958,100,17.3
M1,1,job_2136,type_3,Terminated,311112,311122,50.0,24.5
M2_1,1,job_2136,type_3,Terminated,311122,311133,50.0,65.6
M3_2,3,job_2136,type_3,Terminated,311133,311144,50.0,13.9
M1,1,job_2137,type_10,Terminated,311621,311675,200,31.2
M2,10,job_2137,type_10,Terminated,311621,311637,50.0,17.3
M3,2,job_2137,type_10,Terminated,311621,311635,150,23.0
M4,1,job_2137,type_10,Terminated,311621,311635,50.0,5.2
M1,1,job_2138,type_4,Terminated,311729,311742,200,7.6
M2,5,job_2138,type_4,Terminated,311729,311774,50.0,2.1
M3,4,job_2138,type_4,Terminated,311729,311751,100,16.3
M4,11,job_2138,type_4,Terminated,311729,311769,50.0,26.0
M5,1,job_2138,type_4,Terminated,311729,311744,50.0,45.2
M6,5,job_2138,type_4,Terminated,311729,311742,100,19.9
M7,1,job_2138,type_4,Terminated,311729,311749,100,32.1
M8,1,job_2138,type_4,Terminated,311729,311742,250,21.0
M1,1,job_2139,type_10,Terminated,311779,315743,100,18.4
M2,2,job_2139,type_10,Terminated,311779,311791,250,14.6
M1,1,job_2140,type_12,Terminated,311812,311826,250,24.3
M1,5,job_2141,type_5,Terminated,311947,311968,150,25.3
M2_1,6,job_2141,type_5,Terminated,311968,311981,50.0,26.3
M3_2,4,job_2141,type_5,Terminated,311981,312031,50.0,19.3
M1,1,job_2142,type_7,Terminated,312006,312021,300,11.2
M1,2,job_2143,type_3,Terminated,312019,312136,50.0,34.5
M1,2,job_2144,type_7,Terminated,312132,312149,50.0,29.3
M1,1,job_2145,type_3,Terminated,312251,312289,250,34.0
M2,13,job_2145,type_3,Terminated,312251,312279,50.0,16.3
M3,4,job_2145,type_3,Terminated,312251,312263,100,3.6
M4,7,job_2145,type_3,Terminated,312251,312270,100,47.1
M5,7,job_2145,type_3,Terminated,312251,312271,50.0,16.3
M6,7,job_2145,type_3,Terminated,312251,312274,50.0,19.4
M1,2,job_2146,type_1,Terminated,312378,312388,300,27.5
M1,5,job_2147,type_4,Terminated,312388,312403,450,4.3
M2,1,job_2147,type_4,Terminated,312388,312403,150,7.6
M3,2,job_2147,type_4,Terminated,312388,312407,500,1.4
M4,3,job_2147,type_4,Terminated,312388,312398,200,1.3
M1,3,job_2148,type_7,Terminated,312426,312448,100,10.6
M1,1,job_2149,type_1,Terminated,313008,313025,50.0,9.8
M1,2,job_2150,type_9,Terminated,313012,313038,50.0,6.6
M2_1,1,job_2150,type_9,Terminated,313038,313074,100,14.9
M3_1,2,job_2150,type_9,Terminated,313038,313062,100,1.9
M1,1,job_2151,type_2,Terminated,313105,313128,50.0,4.8
M2,1,job_2151,type_2,Terminated,313105,313116,50.0,21.8
M1,2,job_2152,type_2,Terminated,313152,313207,400,12.9
M1,1,job_2153,type_6,Terminated,313481,313494,100,1.3
M1,1,job_2154,type_1,Terminated,313564,313604,50.0,47.4
M2_1,1,job_2154,type_1,Terminated,313604,313614,150,33.9
M3_1,2,job_2154,type_1,Terminated,313604,313622,100,32.4
M4_2,1,job_2154,type_1,Terminated,313614,313630,250,20.6
M1,1,job_2155,type_11,Terminated,313831,313854,100,2.7
M2_1,1,job_2155,type_11,Terminated,313854,313869,150,5.5
M1,6,job_2156,type_11,Terminated,313867,313892,50.0,34.7
M1,1,job_2157,type_2,Terminated,313882,313893,100,5.5
